node,out_degree_centrality,in_degree_centrality,katz_centrality,closeness_centrality,betweenness_centrality
Fugu,0.0054,0.0002,0.0072,0.1803,0.0
Full_moon,0.0025,0.003,0.0085,0.3269,0.0001
Funchal,0.002,0.001,0.0092,0.3498,0.0002
Functional_programming,0.0007,0.0015,0.0076,0.2615,0.0003
Fundamental_theorem_of_arithmetic,0.0007,0.001,0.0075,0.2652,0.0
Fungus,0.0049,0.0089,0.0121,0.3653,0.0002
Fusarium,0.0005,0.0002,0.0072,0.2219,0.0
Fyodor_Dostoevsky,0.0064,0.0044,0.0095,0.3414,0.0002
GDRT,0.0015,0.0002,0.0072,0.2124,0.0
GNOME,0.0027,0.0025,0.008,0.3045,0.0003
GNU,0.0037,0.002,0.0079,0.3089,0.0003
GNU_Project,0.0007,0.0012,0.0075,0.2501,0.0
Gabon,0.0047,0.0138,0.0228,0.4113,0.0001
Gaborone,0.001,0.0007,0.0082,0.3321,0.0
Gadolinium,0.0057,0.0025,0.0083,0.2747,0.0
Galápagos_Islands,0.0104,0.0025,0.0084,0.3251,0.0005
Galah,0.0025,0.0002,0.0072,0.1837,0.0
Galaxy,0.0059,0.0077,0.0107,0.3323,0.0003
Galeras,0.001,0.0007,0.0076,0.3102,0.0
Galileo_Galilei,0.0119,0.0106,0.0129,0.3591,0.0009
Gallium,0.0084,0.003,0.0087,0.2998,0.0
Galveston_Hurricane_of_1900,0.0064,0.001,0.0076,0.2957,0.0
Game,0.0072,0.0027,0.0081,0.3068,0.0002
Game_theory,0.0059,0.0042,0.0091,0.3305,0.0009
Ganesha,0.0044,0.0015,0.008,0.3244,0.0001
Ganges_River,0.0047,0.0047,0.0104,0.3528,0.0001
Gangtok,0.0081,0.0007,0.0074,0.2793,0.0
Garage_(dance_music),0.002,0.0002,0.0072,0.2574,0.0
Garden,0.0079,0.0037,0.0091,0.3397,0.0006
Gardening,0.0044,0.0022,0.0083,0.3144,0.0001
Gas,0.0012,0.017,0.016,0.3689,0.0001
Gas_giant,0.0047,0.0077,0.0103,0.3175,0.0001
Gas_metal_arc_welding,0.0069,0.0007,0.0073,0.2504,0.0
Gas_tungsten_arc_welding,0.0069,0.0017,0.0077,0.2714,0.0
Gas_turbine-electric_locomotive,0.0017,0.0002,0.0072,0.2567,0.0
Gaur,0.0049,0.001,0.0075,0.282,0.0
Gauss's_law,0.0035,0.0022,0.0082,0.2993,0.0
Gautama_Buddha,0.0044,0.0052,0.0112,0.36,0.0001
Gaza_Strip,0.0067,0.0032,0.0107,0.3563,0.0002
Gazelle,0.0025,0.0022,0.0081,0.3186,0.0
Gender,0.0037,0.0057,0.0096,0.3358,0.0001
Genealogy,0.004,0.0035,0.0089,0.3319,0.0001
General_Pershing_Zephyr,0.0012,0.0002,0.0072,0.2473,0.0
Genetic_code,0.0032,0.0037,0.009,0.3252,0.0003
Genetics,0.0067,0.016,0.016,0.3903,0.0009
Geneva,0.0074,0.0094,0.0131,0.3658,0.0004
Genghis_Khan,0.0143,0.0059,0.0112,0.3462,0.0002
Genoa,0.0089,0.0126,0.0145,0.3763,0.0006
Geography,0.0116,0.0119,0.0148,0.3859,0.0012
Geography_of_India,0.0148,0.0005,0.0072,0.2093,0.0001
Geography_of_Ireland,0.0081,0.0002,0.0073,0.2951,0.0
Geology,0.0081,0.0185,0.0182,0.404,0.0014
Geometry,0.003,0.0119,0.0128,0.356,0.0002
Georg_Cantor,0.0054,0.003,0.0094,0.3537,0.0003
"George_Byron,_6th_Baron_Byron",0.0111,0.0012,0.0085,0.3399,0.0006
George_Eliot,0.0035,0.0022,0.0088,0.3447,0.0001
George_Fox,0.0067,0.0005,0.0073,0.2858,0.0
George_H._W._Bush,0.0114,0.0064,0.0106,0.339,0.0003
George_Herbert,0.0035,0.0002,0.0072,0.2308,0.0
George_III_of_the_United_Kingdom,0.0131,0.0094,0.0115,0.3453,0.001
George_II_of_Great_Britain,0.0059,0.0032,0.0085,0.3015,0.0
George_IV_of_the_United_Kingdom,0.0096,0.0049,0.0093,0.3189,0.0004
George_I_of_Great_Britain,0.0074,0.0042,0.009,0.3096,0.0001
George_VI_of_the_United_Kingdom,0.0096,0.0049,0.0093,0.3103,0.0002
George_V_of_the_United_Kingdom,0.0106,0.0077,0.0107,0.3359,0.0003
George_W._Bush,0.0207,0.0249,0.0244,0.4171,0.0025
George_Washington,0.0052,0.0123,0.0151,0.3901,0.0004
"Georgetown,_Guyana",0.0035,0.0007,0.0082,0.335,0.0
Georgia_(country),0.0444,0.0193,0.0296,0.4317,0.0013
Gerald_Durrell,0.0111,0.0015,0.0077,0.3031,0.0004
Gerald_Ford,0.0109,0.0052,0.0097,0.3299,0.0005
"German_Crusade,_1096",0.0035,0.0012,0.0076,0.2829,0.0
German_language,0.019,0.0521,0.0508,0.4782,0.0039
German_reunification,0.004,0.0044,0.0111,0.3586,0.0
Germanium,0.0077,0.0049,0.0098,0.3249,0.0001
Germany,0.0417,0.1704,0.1218,0.5305,0.0219
Gettysburg_Address,0.0054,0.0015,0.0078,0.292,0.0
Ghana,0.0059,0.0193,0.0259,0.4217,0.0003
Ghost_Dance,0.0022,0.0005,0.0073,0.2575,0.0
Giant's_Causeway,0.0027,0.001,0.0094,0.3605,0.0
Giant_Eland,0.0025,0.0005,0.0072,0.246,0.0
Giant_Panda,0.0109,0.001,0.0074,0.262,0.0001
Gibraltar,0.0111,0.0101,0.0204,0.4263,0.0012
Giganotosaurus,0.004,0.0007,0.0074,0.2668,0.0
Gilles_Villeneuve,0.0012,0.0002,0.0072,0.2114,0.0
Giraffe,0.0074,0.0042,0.0096,0.3468,0.0003
Giuseppe_Verdi,0.0064,0.0022,0.0084,0.331,0.0001
Giza_pyramid_complex,0.0017,0.0005,0.008,0.3323,0.0
Glacier,0.0106,0.0151,0.0166,0.4012,0.0015
Glacier_National_Park_(US),0.0074,0.0012,0.0078,0.3109,0.0004
Glaciology,0.0027,0.0007,0.0076,0.31,0.0
Glasgow,0.0136,0.0133,0.0163,0.3971,0.0015
Glass,0.0111,0.0227,0.0182,0.3779,0.0017
Glasses,0.0052,0.0017,0.0082,0.3295,0.0003
Glastonbury_Festival,0.0035,0.0007,0.0074,0.2745,0.0
GlaxoSmithKline,0.0032,0.0015,0.0092,0.3589,0.0001
Gliding,0.0054,0.0005,0.0073,0.2564,0.0
Gliese_876,0.0044,0.0015,0.0076,0.2712,0.0005
Gliese_876_b,0.0042,0.0007,0.0073,0.2134,0.0
Gliese_876_c,0.0042,0.0007,0.0073,0.2134,0.0
Gliese_876_d,0.0042,0.0005,0.0073,0.2297,0.0
Global,0.0015,0.0002,0.0072,0.2699,0.0
Global_city,0.0365,0.0049,0.0115,0.3621,0.0009
Global_spread_of_H5N1,0.022,0.0002,0.0072,0.2195,0.0
Global_warming,0.0079,0.0175,0.0177,0.3865,0.0014
Globalization,0.0099,0.0064,0.0117,0.3604,0.0006
Globe_Theatre,0.0032,0.0005,0.0073,0.2431,0.0
Globular_cluster,0.0035,0.0025,0.0082,0.29,0.0
Glorious_Revolution,0.0062,0.0094,0.0129,0.3573,0.0002
Glynn_Lunney,0.0027,0.0005,0.0073,0.278,0.0
Gmail,0.0049,0.0007,0.0074,0.2622,0.0
Go_(board_game),0.0042,0.0017,0.009,0.3491,0.0001
Goa,0.0126,0.0047,0.0108,0.3563,0.0005
God,0.0089,0.0301,0.0251,0.4168,0.0019
Gold,0.021,0.0422,0.0321,0.4339,0.0067
Gold(III)_chloride,0.0025,0.0002,0.0074,0.3026,0.0001
Gold_standard,0.0151,0.0032,0.0098,0.3519,0.0002
Golden_Eagle,0.0072,0.002,0.0082,0.325,0.0001
Golden_Gate_Highlands_National_Park,0.0022,0.0002,0.0072,0.1733,0.0
Goldfish,0.0067,0.0007,0.0073,0.258,0.0
Gone_with_the_Wind_(film),0.0067,0.0025,0.008,0.2899,0.0002
Google,0.0054,0.0049,0.009,0.3212,0.0004
Goose,0.0035,0.0042,0.0087,0.2985,0.0002
Gordon_Brown,0.0047,0.003,0.01,0.3592,0.0003
Gorilla,0.0037,0.0035,0.0089,0.3334,0.0003
Gossypium,0.0027,0.0005,0.0076,0.3125,0.0
Gothenburg,0.0096,0.002,0.0089,0.342,0.0
Gottfried_Leibniz,0.0227,0.0086,0.0122,0.3663,0.0016
Government,0.0069,0.0301,0.0325,0.4363,0.001
Government_of_France,0.004,0.0005,0.0073,0.2644,0.0
Grand_Canal_of_China,0.0032,0.0017,0.0079,0.3087,0.0
Grand_Canyon,0.0044,0.0032,0.0104,0.3801,0.0003
Grand_Central_Terminal,0.004,0.0002,0.0075,0.3162,0.0
Grand_Slam_(tennis),0.003,0.0047,0.011,0.3682,0.0005
Granite,0.0064,0.0116,0.0129,0.3615,0.0005
Grape_seed_oil,0.0025,0.0002,0.0072,0.206,0.0
Graphic_novel,0.003,0.0032,0.0083,0.305,0.0001
Gravitation,0.0067,0.0269,0.0217,0.4079,0.0015
Gray_Wolf,0.0072,0.0012,0.0076,0.2818,0.0
Gray_reef_shark,0.0022,0.0002,0.0072,0.1978,0.0
Grease_(film),0.0015,0.0002,0.0072,0.2089,0.0
Great_Auk,0.0054,0.0007,0.0075,0.2797,0.0
Great_Barrier_Reef,0.004,0.0025,0.0091,0.3461,0.0002
Great_Black-backed_Gull,0.0027,0.0002,0.0072,0.2289,0.0
Great_Britain,0.0086,0.0412,0.0391,0.4587,0.0031
Great_Comet_of_1882,0.0015,0.0002,0.0072,0.169,0.0
Great_Cormorant,0.0049,0.0005,0.0072,0.2487,0.0
Great_Crested_Grebe,0.0035,0.0002,0.0072,0.2072,0.0
Great_Lakes,0.0057,0.0109,0.0152,0.3962,0.0006
Great_Lakes_Storm_of_1913,0.0057,0.0002,0.0072,0.2838,0.0
Great_Moravia,0.0052,0.0017,0.0088,0.3281,0.0001
Great_Pyramid_of_Giza,0.0032,0.0017,0.0087,0.3414,0.0
Great_Red_Spot,0.0017,0.0017,0.0079,0.2852,0.0
Great_Rift_Valley,0.0049,0.0064,0.0107,0.3309,0.0003
Great_Salt_Lake,0.0037,0.0017,0.0082,0.3213,0.0
Great_Spotted_Woodpecker,0.0027,0.0002,0.0072,0.239,0.0
Great_Wall_of_China,0.0047,0.004,0.0099,0.3471,0.0002
Great_Yarmouth,0.0057,0.0025,0.008,0.2891,0.0001
Great_comet,0.0015,0.0007,0.0073,0.2033,0.0002
Great_white_shark,0.0069,0.0017,0.0077,0.2583,0.0001
Greco-Buddhism,0.0086,0.001,0.0079,0.3162,0.0
Greece,0.0281,0.0568,0.0521,0.473,0.0049
Greek_War_of_Independence,0.0059,0.0027,0.0094,0.3432,0.0
Greek_mythology,0.0136,0.0165,0.016,0.3904,0.0022
Green_Woodpecker,0.0025,0.0002,0.0072,0.239,0.0
Greenhouse_effect,0.003,0.0054,0.0114,0.3724,0.0002
Greenland,0.0099,0.0158,0.0211,0.421,0.0006
Greg_LeMond,0.002,0.0007,0.0073,0.2577,0.0
Gregor_Mendel,0.003,0.0042,0.0106,0.3691,0.0001
Gregorian_chant,0.0052,0.002,0.0079,0.2988,0.0
Grenada,0.0084,0.0089,0.0163,0.4029,0.0004
Grevy's_Zebra,0.0025,0.0002,0.0072,0.2424,0.0
Group_(mathematics),0.002,0.003,0.0083,0.3019,0.0003
Grover_Cleveland,0.0077,0.004,0.0091,0.3249,0.0001
Guadeloupe,0.0079,0.0101,0.018,0.4023,0.0002
Guam,0.0064,0.0081,0.0146,0.396,0.0002
Guangzhou,0.0094,0.0064,0.0118,0.3603,0.0002
Guatemala,0.0099,0.0114,0.018,0.4104,0.0007
Guernsey,0.0081,0.0054,0.0154,0.4122,0.0006
Guglielmo_Marconi,0.0052,0.0022,0.0083,0.3243,0.0001
Guild,0.0057,0.0052,0.0099,0.3456,0.0002
Guinea,0.0069,0.0153,0.0235,0.4085,0.0002
Guinea-Bissau,0.0052,0.0116,0.0209,0.4021,0.0001
Guinness,0.0047,0.0017,0.0078,0.3043,0.0001
Guitar,0.0042,0.0128,0.0126,0.3481,0.0003
Gulf_of_Mexico,0.0052,0.0133,0.0158,0.3969,0.0008
Gull,0.0044,0.004,0.0086,0.2969,0.0008
Gunpowder,0.0017,0.0054,0.0114,0.3649,0.0001
Guqin,0.0084,0.0007,0.0081,0.3391,0.0003
Gustav_Holst,0.0089,0.0007,0.0082,0.343,0.0002
Gustavus_Franklin_Swift,0.0077,0.0005,0.0072,0.2061,0.0
Guyana,0.0141,0.0106,0.0194,0.4088,0.0009
Gyeongju,0.0032,0.0002,0.0072,0.2389,0.0
Gypsum,0.0042,0.0052,0.01,0.3437,0.0003
Hänsel_und_Gretel,0.0017,0.0002,0.0072,0.2517,0.0
H.D.,0.0072,0.0015,0.0076,0.2863,0.0
H5N1,0.0079,0.0012,0.0076,0.2812,0.0004
HD_209458_b,0.003,0.0002,0.0072,0.2297,0.0
HIV,0.004,0.0114,0.0145,0.3773,0.0002
HSBC,0.0153,0.001,0.0098,0.3672,0.0004
HTTP_cookie,0.0035,0.0007,0.0083,0.3424,0.0008
H_II_region,0.0059,0.0017,0.008,0.3054,0.0001
Habsburg_Spain,0.0116,0.0015,0.0095,0.3467,0.0004
Hadrian's_Wall,0.0042,0.0035,0.009,0.3328,0.0
Haemophilia,0.001,0.0005,0.0074,0.2873,0.0
Hafnium,0.0094,0.0022,0.0082,0.2964,0.0001
Haiti,0.0062,0.0195,0.025,0.4168,0.0003
Halloween,0.0104,0.004,0.0087,0.3233,0.0004
Hamburg,0.0148,0.0094,0.0146,0.3825,0.0004
Hammurabi,0.0015,0.0022,0.0084,0.3229,0.0
Hampshire,0.0123,0.0042,0.0089,0.313,0.0002
Hampstead_Heath,0.0012,0.0005,0.0079,0.331,0.0002
Hannibal_Barca,0.0052,0.001,0.0076,0.2981,0.0001
Hanoi,0.0042,0.0027,0.0093,0.3427,0.0
Harald_Maddadsson,0.0012,0.0002,0.0072,0.2499,0.0
Haraldskær_Woman,0.0017,0.0002,0.0072,0.2509,0.0
Harare,0.0042,0.0015,0.0085,0.3401,0.0
Hardball_squash,0.0015,0.0002,0.0072,0.2432,0.0
Harlem_Globetrotters,0.0022,0.0007,0.0076,0.3032,0.0
Harley-Davidson,0.0037,0.0002,0.0072,0.2623,0.0
Harold_Macmillan,0.0086,0.004,0.0095,0.3316,0.0001
Harold_Wilson,0.0067,0.0047,0.0094,0.3205,0.0003
Harrier_Hawk,0.0017,0.0002,0.0072,0.2585,0.0
Harry_Potter,0.0067,0.0044,0.0088,0.3164,0.0006
Harry_S._Truman,0.0123,0.0077,0.0124,0.3624,0.0003
Harvest,0.0012,0.0035,0.0087,0.3308,0.0
Hasekura_Tsunenaga,0.0069,0.0007,0.0082,0.3407,0.0
Hassium,0.0022,0.0015,0.0078,0.263,0.0
Hatshepsut,0.0022,0.001,0.0081,0.3235,0.0
Hawaiian_Goose,0.0025,0.0002,0.0072,0.2052,0.0
Hawk,0.0027,0.0049,0.0108,0.3652,0.0006
Hawk-Eye,0.0027,0.0007,0.0075,0.3039,0.0003
Hawking_radiation,0.0027,0.0015,0.0077,0.2882,0.0
Health,0.0032,0.0042,0.0094,0.3437,0.0004
Heard_Island_and_McDonald_Islands,0.0027,0.0002,0.0079,0.3363,0.0
Heat,0.0059,0.0114,0.0136,0.3686,0.0005
Hebrew_calendar,0.0037,0.0012,0.008,0.3265,0.0
Hebrew_language,0.0074,0.0242,0.0263,0.4279,0.0009
Hebrides,0.0022,0.0037,0.0107,0.3664,0.0
Helen,0.0032,0.0017,0.0079,0.3089,0.0
Helen_Gandy,0.002,0.0002,0.0072,0.2194,0.0
Heliocentrism,0.0104,0.004,0.0096,0.3432,0.0002
Helium,0.018,0.017,0.0153,0.3535,0.0022
Hellenistic_Greece,0.0037,0.0032,0.01,0.3481,0.0002
Hello_Garci_scandal,0.0002,0.0002,0.0075,0.31,0.0
Helmeted_Guineafowl,0.0042,0.0005,0.0073,0.2761,0.0
Helsinki,0.0119,0.0042,0.0112,0.368,0.0002
Henipavirus,0.003,0.0002,0.0072,0.2544,0.0
Henri_Matisse,0.0027,0.001,0.0075,0.2966,0.0
Henrik_Ibsen,0.0027,0.0035,0.0091,0.3414,0.0
Henry_David_Thoreau,0.0054,0.0025,0.0083,0.3245,0.0001
Henry_Fonda,0.0044,0.0017,0.0077,0.2819,0.0
Henry_Ford,0.0027,0.0022,0.0084,0.3314,0.0
Henry_H._Rogers,0.0062,0.0015,0.0076,0.2639,0.0007
Henry_III_of_England,0.0032,0.0042,0.0089,0.299,0.0
Henry_II_of_England,0.004,0.0074,0.0108,0.3396,0.0001
Henry_IV_of_England,0.0042,0.0042,0.0089,0.3002,0.0
Henry_I_of_England,0.004,0.0044,0.0098,0.3467,0.0002
Henry_James,0.0101,0.0032,0.0086,0.3299,0.0002
Henry_Moore,0.0052,0.0012,0.0077,0.3093,0.0001
Henry_Morrison_Flagler,0.0042,0.0005,0.0072,0.2102,0.0
Henry_Morton_Stanley,0.0035,0.0022,0.0086,0.3315,0.0
Henry_Purcell,0.0035,0.0037,0.0111,0.3775,0.0005
Henry_Rollins,0.0005,0.0002,0.0072,0.272,0.0
Henry_VIII_of_England,0.0123,0.0178,0.0176,0.3866,0.0011
Henry_VII_of_England,0.0054,0.0069,0.0107,0.3358,0.0001
Henry_VI_of_England,0.0047,0.003,0.0083,0.2965,0.0
Henry_V_of_England,0.004,0.004,0.0089,0.3136,0.0
Hepatocellular_carcinoma,0.0015,0.0002,0.0073,0.2803,0.0
Heracles,0.0037,0.0044,0.0091,0.3317,0.0
Heraclius,0.0027,0.0025,0.0096,0.3403,0.0
Heraldry,0.0022,0.0091,0.0118,0.3523,0.0001
Herbert_Hoover,0.0081,0.0057,0.0098,0.3311,0.0002
Herbig-Haro_object,0.0037,0.0005,0.0073,0.263,0.0
Herbivore,0.004,0.0116,0.0135,0.3786,0.0005
Hernán_Cortés,0.0035,0.004,0.0095,0.3405,0.0
Hero_of_the_Russian_Federation,0.0017,0.0002,0.0072,0.2287,0.0
Herodotus,0.0027,0.0104,0.014,0.3745,0.0002
Heron,0.0017,0.0022,0.008,0.307,0.0
Herring_Gull,0.003,0.0007,0.0073,0.2306,0.0
Hey_Jude,0.0027,0.0012,0.0075,0.2767,0.0
High_German_consonant_shift,0.0022,0.0005,0.0078,0.3263,0.0
Hilda_of_Whitby,0.004,0.0005,0.0072,0.2264,0.0
Himalayas,0.0109,0.0123,0.0165,0.3823,0.0014
Himno_Nacional_Mexicano,0.0037,0.0002,0.0075,0.3171,0.0
Hindi,0.0091,0.0133,0.0195,0.4022,0.0004
Hinduism,0.0094,0.0316,0.0354,0.4579,0.0022
Hip_hop_music,0.0119,0.0114,0.0144,0.3902,0.0007
Hippocrates,0.0047,0.0052,0.0097,0.3486,0.0002
Hippopotamus,0.0109,0.0035,0.0092,0.3423,0.0002
Hirohito,0.0064,0.0017,0.0098,0.3625,0.0
History,0.0044,0.0168,0.0165,0.3824,0.0003
History_of_Alaska,0.0074,0.0002,0.0072,0.2137,0.0005
History_of_Anglo-Saxon_England,0.0084,0.001,0.0084,0.343,0.0002
History_of_Arizona,0.0123,0.0002,0.0072,0.2137,0.0005
History_of_Buddhism,0.0143,0.0005,0.0072,0.2388,0.0001
History_of_Central_Asia,0.0119,0.0002,0.0072,0.2666,0.0
History_of_Earth,0.024,0.0025,0.0085,0.3298,0.0006
History_of_Greece,0.0193,0.002,0.0084,0.3264,0.0002
History_of_Greenland,0.0091,0.0002,0.0072,0.2137,0.0
History_of_New_Jersey,0.0119,0.0002,0.0072,0.2137,0.0
History_of_Puerto_Rico,0.0111,0.0002,0.0072,0.2718,0.0022
History_of_Russia,0.018,0.0007,0.0074,0.2787,0.0
History_of_South_Africa,0.0259,0.0012,0.008,0.3207,0.0001
History_of_South_Africa_in_the_apartheid_era,0.0138,0.0012,0.008,0.3228,0.0001
History_of_South_Carolina,0.0119,0.0002,0.0072,0.2137,0.0
History_of_computing_hardware,0.0069,0.0005,0.0074,0.302,0.0001
History_of_democracy,0.0109,0.0007,0.0073,0.2594,0.0
History_of_nuclear_weapons,0.0158,0.0005,0.0074,0.3004,0.0001
History_of_post-Soviet_Russia,0.0072,0.001,0.0075,0.279,0.0
History_of_science,0.0341,0.0032,0.0086,0.3201,0.0008
History_of_slavery,0.0193,0.0002,0.0091,0.3731,0.003
History_of_the_Internet,0.0074,0.0005,0.0073,0.2584,0.0
History_of_the_world,0.0363,0.0015,0.0083,0.3357,0.0002
Ho_Chi_Minh,0.0069,0.0017,0.0082,0.3184,0.0
Ho_Chi_Minh_City,0.0044,0.0027,0.0097,0.3532,0.0
Holkham_Hall,0.0037,0.0005,0.0072,0.2316,0.0003
Hollandic,0.0017,0.002,0.0079,0.3031,0.0
Holmium,0.0067,0.0017,0.0079,0.2648,0.0
Holy_Roman_Empire,0.0109,0.023,0.0286,0.4336,0.0012
Homer,0.0057,0.0138,0.0162,0.3902,0.0004
Homestar_Runner,0.003,0.0007,0.0074,0.2756,0.0001
Homo_floresiensis,0.0057,0.0005,0.0074,0.2938,0.0
Honduras,0.0109,0.0106,0.0179,0.4081,0.0007
Honey,0.0091,0.0077,0.0109,0.3513,0.0005
Honey_bee,0.0044,0.0002,0.0072,0.2446,0.0
Hong_Kong,0.0168,0.0294,0.0295,0.437,0.0018
Hoover_Dam,0.004,0.0017,0.0077,0.292,0.0
Hopman_Cup,0.0049,0.0005,0.0072,0.2348,0.0004
"Horatio_Nelson,_1st_Viscount_Nelson",0.0104,0.0027,0.0084,0.3121,0.0003
Horn_of_Africa,0.0081,0.0035,0.0107,0.3541,0.0004
Horse,0.016,0.0128,0.0132,0.3642,0.0023
Hot_air_balloon,0.003,0.0017,0.0085,0.3426,0.0
House,0.0054,0.0022,0.0082,0.3213,0.0003
House_Martin,0.0027,0.0005,0.0072,0.2163,0.0003
House_Sparrow,0.0062,0.0015,0.0077,0.276,0.0009
House_of_Lords,0.0062,0.0146,0.0161,0.3758,0.0003
Household_income_in_the_United_States,0.0042,0.0007,0.0093,0.3732,0.0
"Houston,_Texas",0.0106,0.0106,0.0143,0.3895,0.001
Hovercraft,0.0027,0.0017,0.0079,0.3131,0.0
Howards_End,0.0017,0.0005,0.0072,0.2433,0.0
Howland_Island,0.0025,0.0007,0.0093,0.3732,0.0
Hubbard_Glacier,0.001,0.0002,0.0073,0.2863,0.0
Hubble's_law,0.0035,0.0017,0.0079,0.2916,0.0
Hubble_Deep_Field,0.0035,0.001,0.0075,0.2582,0.0
Hubble_Space_Telescope,0.0109,0.0111,0.0112,0.3162,0.0011
Hudson_Bay,0.002,0.0032,0.0098,0.3536,0.0
Hugo_Wolf,0.002,0.0005,0.0073,0.2732,0.0
Human,0.0338,0.0385,0.0296,0.4336,0.0098
Human_dignity,0.0002,0.0007,0.0075,0.2886,0.0
Human_rights,0.0175,0.0168,0.0209,0.3941,0.0021
Humanism,0.0054,0.0057,0.011,0.3616,0.0003
Humanities,0.0163,0.0037,0.0096,0.3461,0.0003
Humour,0.0017,0.0012,0.0077,0.304,0.0
Humpback_Whale,0.0064,0.0012,0.0075,0.2739,0.0002
Humphry_Davy,0.0069,0.0054,0.0098,0.3296,0.0002
Humus,0.0017,0.001,0.0075,0.2827,0.0
Hundred_Years'_War,0.0096,0.0049,0.0103,0.349,0.0004
Hungary,0.0121,0.0395,0.0413,0.4394,0.0021
Hunger,0.0007,0.0007,0.0075,0.3033,0.0
Huntington's_disease,0.0022,0.0007,0.0074,0.2684,0.0
Hurricane_Alex_(2004),0.0015,0.0005,0.0072,0.2374,0.0002
Hurricane_Andrew,0.0057,0.003,0.0086,0.3198,0.0001
Hurricane_Camille,0.0054,0.0022,0.008,0.2895,0.0
Hurricane_Charley,0.0052,0.0017,0.0079,0.3049,0.0002
Hurricane_David,0.0042,0.0002,0.0072,0.2626,0.0
Hurricane_Dennis,0.0049,0.0007,0.0076,0.3056,0.0004
Hurricane_Epsilon_(2005),0.0012,0.001,0.0075,0.2814,0.0
Hurricane_Floyd,0.0035,0.0012,0.0076,0.2896,0.0
Hurricane_Georges,0.0047,0.0015,0.0077,0.2889,0.0
Hurricane_Gloria,0.0015,0.0002,0.0072,0.1919,0.0
Hurricane_Ivan,0.0081,0.0035,0.0087,0.313,0.0002
Hurricane_Katrina,0.0133,0.0111,0.0132,0.3634,0.002
Hurricane_Lenny,0.0042,0.001,0.0075,0.2891,0.0
Hurricane_Mitch,0.0081,0.0025,0.0083,0.3069,0.0003
Hurricane_Philippe_(2005),0.0012,0.0002,0.0072,0.2238,0.0
Hurricane_Vince_(2005),0.0015,0.0002,0.0072,0.2238,0.0
Husein_Gradaščević,0.0044,0.0005,0.0075,0.2945,0.0
Hutu,0.0032,0.0022,0.0088,0.3331,0.0
"Hyde_Park,_London",0.0035,0.0027,0.0088,0.3343,0.0002
Hydrochloric_acid,0.0069,0.0089,0.0111,0.3289,0.0005
Hydrogen,0.0138,0.0365,0.0267,0.4093,0.0032
Hydrogen_peroxide,0.004,0.002,0.0081,0.303,0.0
Hydrology,0.0062,0.0035,0.0086,0.3202,0.0004
Hyena,0.0035,0.0032,0.0094,0.3472,0.0005
Hymenoptera,0.0027,0.0022,0.0079,0.272,0.0
IG_Farben_Building,0.003,0.0002,0.0072,0.2685,0.0
IPod,0.0052,0.0032,0.0083,0.3087,0.0004
ITunes,0.0096,0.0017,0.0076,0.2516,0.0005
I_Ching,0.0017,0.0007,0.0074,0.2817,0.0
I_Want_to_Hold_Your_Hand,0.0049,0.001,0.0075,0.2751,0.0
Ibn_Battuta,0.0099,0.0015,0.0077,0.2907,0.0
Ice,0.0052,0.0096,0.012,0.3599,0.0002
Ice_age,0.0059,0.0165,0.0181,0.404,0.0007
Ice_hockey,0.0136,0.0141,0.0193,0.412,0.0016
Ice_sheet,0.003,0.004,0.0103,0.3516,0.0001
Iceland,0.0106,0.0301,0.0345,0.4486,0.0028
Iceland_hotspot,0.0012,0.0002,0.0072,0.2365,0.0
Ichthyosaur,0.0054,0.0015,0.0078,0.2891,0.0
Idolatry,0.0025,0.0022,0.0089,0.341,0.0
Igneous_rock,0.0072,0.0032,0.0091,0.3425,0.0001
Igor_Stravinsky,0.0081,0.0047,0.0095,0.3405,0.0004
Iguanodon,0.0057,0.0012,0.0075,0.2661,0.0
Ike_Altgens,0.0022,0.0002,0.0072,0.23,0.0
Imagism,0.0049,0.0012,0.0075,0.2754,0.0
Immanuel_Kant,0.0074,0.0104,0.0141,0.3764,0.0005
Imperative_programming,0.0017,0.0005,0.0073,0.2535,0.0001
Imperial_Japanese_Navy,0.0086,0.003,0.0093,0.3469,0.0001
Impressionism,0.0049,0.0049,0.0104,0.3568,0.0002
Inca_Empire,0.0047,0.0074,0.0116,0.3582,0.0001
Income_disparity,0.002,0.0005,0.0074,0.2915,0.0
India,0.02,0.139,0.1029,0.5182,0.0126
Indian_Ocean,0.0185,0.0274,0.0298,0.4274,0.0025
Indian_Peafowl,0.0032,0.0002,0.0072,0.2069,0.0
Indian_Railways,0.0059,0.0022,0.008,0.2861,0.0003
Indian_Standard_Time,0.0032,0.0037,0.0095,0.343,0.0003
Indian_cricket_team,0.0042,0.0007,0.0074,0.2708,0.0003
Indian_independence_movement,0.0131,0.0064,0.0109,0.3497,0.0005
Indira_Gandhi,0.004,0.003,0.0092,0.3468,0.0
Indium,0.0081,0.0022,0.0083,0.3021,0.0
Indo-Greek_Kingdom,0.0074,0.002,0.0084,0.327,0.0008
Indonesia,0.0141,0.0472,0.0449,0.4525,0.0027
Indonesian_language,0.0064,0.0037,0.0108,0.37,0.0001
Indricotherium,0.0025,0.0005,0.0073,0.2687,0.0
Inductance,0.0002,0.0025,0.0083,0.2996,0.0
Indus_River,0.0059,0.0044,0.0107,0.3521,0.0003
